user_id,n_chosen,n_rejected,mean_chosen_length,mean_rejected_length,length_pref_ratio,chosen_length_std,length_score_corr,length_score_p,prefers_longer
user625,21,33,152.14285714285714,100.24242424242425,1.5177491794783209,60.176158634688626,0.3165393784197248,0.0197024141259188,True
user626,23,30,106.1304347826087,99.83333333333333,1.0630761413950789,68.0180950015292,0.3114799658726171,0.023186950164442503,True
user627,25,33,69.72,62.39393939393939,1.1174162214667314,42.03952425991522,-0.19845084592888135,0.1353446980819538,True
user628,21,31,151.95238095238096,104.58064516129032,1.4529684791868631,80.37440731647061,0.43534523958006827,0.0012573787954845582,True
user629,24,36,78.66666666666667,61.55555555555556,1.2779783393501805,67.75179374419216,-0.12915170054172162,0.3253677860885209,True
user63,22,32,79.4090909090909,67.59375,1.1747993107216408,52.13501623050837,0.07751321364365897,0.5774490546190265,True
user630,16,26,101.375,86.73076923076923,1.1688470066518848,60.43888959105718,0.041523062459045114,0.7940218029137873,True
user631,13,24,99.6923076923077,91.79166666666667,1.0860714410419359,42.26179328421397,0.3249481329457709,0.049720438849648385,True
user632,17,28,133.52941176470588,83.82142857142857,1.593022381513321,49.52137702050419,0.4482834554342748,0.002013395913404266,True
user633,19,29,58.36842105263158,59.13793103448276,0.9869878778579101,34.66260008821246,-0.02466051117415196,0.867862155132626,False
user634,18,25,107.33333333333333,89.32,1.2016718913270639,74.60339581189764,0.548038487575786,0.0001422753367767854,True
user635,21,29,134.66666666666666,106.48275862068965,1.2646804835924006,60.733087658276816,0.17950605690655702,0.21226682327190155,True
user636,14,21,126.64285714285714,85.19047619047619,1.4865846841811068,52.99947054028955,0.3802414396739122,0.024244749321554085,True
user637,13,18,165.3846153846154,114.94444444444444,1.438822173476596,58.072287130303195,0.4750610562124052,0.00692083859444739,True
user638,22,31,153.86363636363637,121.74193548387096,1.263850749144867,56.24079355329308,0.6442540105495723,1.938012252907218e-07,True
user639,19,31,105.3157894736842,75.3225806451613,1.3981967767384198,38.18108188423182,0.4650467314779676,0.0006672489724555311,True
user64,14,26,108.28571428571429,63.26923076923077,1.7115067303517153,55.688455550793044,0.4278805993289946,0.00588400343326724,True
user640,24,35,93.08333333333333,83.88571428571429,1.1096446412352405,42.85626817890496,-0.11464745697874895,0.3872375907773044,True
user641,12,20,87.91666666666667,83.3,1.0554221688675471,40.7112972308943,0.13574246134321258,0.45883671369929113,True
user643,12,21,76.5,69.28571428571429,1.104123711340206,31.56342820417326,0.3714743862908813,0.03329517928846817,True
user644,24,30,65.58333333333333,62.7,1.045986177565125,50.55847824274601,0.3388660012829427,0.012192448855287977,True
user645,14,22,84.07142857142857,72.22727272727273,1.1639845365458958,44.73966646167628,-0.12991115563878677,0.4501487671975563,True
